Medical_record_number	Sample_ID	Short_ID	Sample_ID	Plasma_ID	Medical_record_number	replicate	Cohort	Institution	DNA_conc	Plasma_volume_estimated	TF	short.count	long.count	Fragment_size_ratio	Modal_fragment_length	Modal_fragment_count	Sample_type	Date_of_birth	Date_of_diagnosis	Date_of_sample	Date_of_progressive_disease	Last_known_date_if_no_progression	PFS	PFS_censor	Date_of_death	Last_known_date_if_still_alive	OST	OST_censor	Age_at_sample	Overall_survival	Sex	Spay.neuter.status	Breed	Weight_kg	Primary_diagnosis	Subtype	Tumor_location	Tumor_size	Other_diagnoses	Blood_draw_site	Blood_draw_site_side	Blood_draw_time	Time_of_Day	Sample_time_point	Disease_status	Cancer_type	tumor_cfDNA	First_Sample	Tumor_data	Normal_data	ULPWGS_data_cf3	ULPWGS_data_cf4	WES_data	CBC_data	Date.of.CBC	Total lymph node size	
497289	U01-DLBCL-45-07-T-DOXTAK-D7	DLBCL-45	U01-DLBCL-45-07-T-DOXTAK-D7	U01-DLBCL-45-07-T-DOXTAK-D7	497289	NA	LSA_U01_treatment_cohort_2	Tufts	5.52	FALSE	0.06749	1384588	2192987	0.63137082	153	49926	Streck_plasma	4/9/15	4/10/21	4/26/21	5/3/21	NA	23	1	NA	NA	NA	NA	6.1	NA	F	Y	rottweiler	41.2	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	9:29:00 AM	569	Day 10	PR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	4/26/21	NA	
497289	U01-DLBCL-45-07-T-DOXTAK-Relapse	DLBCL-45	U01-DLBCL-45-07-T-DOXTAK-Relapse	U01-DLBCL-45-07-T-DOXTAK-Relapse	497289	NA	LSA_U01_treatment_cohort_2	Tufts	2.7	FALSE	0	3401800	5852968	0.5812094	153	130014	Streck_plasma	4/9/15	4/10/21	5/3/21	5/3/21	NA	23	1	NA	NA	NA	NA	6.1	NA	F	Y	rottweiler	41.6	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	NA	NA	Day 17	PD	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
333700	U01-DLBCL-46-08-T-DOXTAK-D0	DLBCL-46	U01-DLBCL-46-08-T-DOXTAK-D0	U01-DLBCL-46-08-T-DOXTAK-D0	333700	NA	LSA_U01_treatment_cohort_2	Tufts	627.3	FALSE	0.9224	1301356	5836570	0.22296589	169	150232	Streck_plasma	6/1/11	4/24/21	4/30/21	11/16/21	NA	206	1	NA	NA	NA	NA	9.9	NA	M	Y	mixed breed	12.4	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	9:27:00 AM	567	Day 0	disease present	Lymphoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	4/30/21	NA	
333700	U01-DLBCL-46-08-T-DOXTAK-Pre-Relapse	DLBCL-46	U01-DLBCL-46-08-T-DOXTAK-Pre-Relapse	U01-DLBCL-46-08-T-DOXTAK-Pre-Relapse	333700	NA	LSA_U01_treatment_cohort_2	Tufts	6.6	FALSE	0.02288	1075120	1899484	0.56600635	153	40736	Streck_plasma	6/1/11	4/24/21	10/22/21	11/16/21	NA	206	1	NA	NA	NA	NA	10.4	NA	M	Y	mixed breed	14.4	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	9:43:00 AM	583	Day 175	CR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	10/22/21	NA	
333700	U01-DLBCL-46-08-T-DOXTAK-Relapse	DLBCL-46	U01-DLBCL-46-08-T-DOXTAK-Relapse	U01-DLBCL-46-08-T-DOXTAK-Relapse	333700	NA	LSA_U01_treatment_cohort_2	Tufts	35.2	FALSE	0.6081	652345	1404796	0.46436992	170	26964	Streck_plasma	6/1/11	4/24/21	11/16/21	11/16/21	NA	206	1	NA	NA	NA	NA	10.5	NA	M	Y	mixed breed	14.8	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	9:20:00 AM	560	Day 200	PD	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	11/16/21	NA	
333700	U01-DLBCL-46-08-T-DOXTAK-D21	DLBCL-46	U01-DLBCL-46-08-T-DOXTAK-D21	U01-DLBCL-46-08-T-DOXTAK-D21	333700	NA	LSA_U01_treatment_cohort_2	Tufts	7.2	FALSE	0.01879	746709	1543321	0.48383259	171	30614	Streck_plasma	6/1/11	4/24/21	5/21/21	11/16/21	NA	206	1	NA	NA	NA	NA	10	NA	M	Y	mixed breed	12.4	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	9:06:00 AM	546	Day 21	CR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	5/21/21	NA	
333700	U01-DLBCL-46-08-T-DOXTAK-D7	DLBCL-46	U01-DLBCL-46-08-T-DOXTAK-D7	U01-DLBCL-46-08-T-DOXTAK-D7	333700	NA	LSA_U01_treatment_cohort_2	Tufts	5.6	FALSE	0.2122	2205033	2168803	1.01670507	132	66579	Streck_plasma	6/1/11	4/24/21	5/7/21	11/16/21	NA	206	1	NA	NA	NA	NA	9.9	NA	M	Y	mixed breed	12.2	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	9:06:00 AM	546	Day 7	PR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	5/7/21	NA	
498742	U01-DLBCL-47-09-T-DOXTAK-D0	DLBCL-47	U01-DLBCL-47-09-T-DOXTAK-D0	U01-DLBCL-47-09-T-DOXTAK-D0	498742	NA	LSA_U01_treatment_cohort_2	Tufts	8.4	FALSE	0.2269	432360	976934	0.44256828	171	22606	Streck_plasma	7/22/11	4/28/21	5/11/21	12/1/21	NA	217	1	NA	NA	NA	NA	9.8	NA	F	Y	american pit bull terrier	33.4	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	8:14:00 AM	494	Day 0	disease present	Lymphoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	5/11/21	NA	
498742	U01-DLBCL-47-09-T-DOXTAK-Pre-Relapse	DLBCL-47	U01-DLBCL-47-09-T-DOXTAK-Pre-Relapse	U01-DLBCL-47-09-T-DOXTAK-Pre-Relapse	498742	NA	LSA_U01_treatment_cohort_2	Tufts	6	FALSE	0.2048	1142597	2310424	0.49453996	164	55644	Streck_plasma	7/22/11	4/28/21	11/9/21	12/1/21	NA	217	1	NA	NA	NA	NA	10.3	NA	F	Y	american pit bull terrier	35.4	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	8:35:00 AM	515	Day 182	CR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	11/9/21	NA	
498742	U01-DLBCL-47-09-T-DOXTAK-Relapse	DLBCL-47	U01-DLBCL-47-09-T-DOXTAK-Relapse	U01-DLBCL-47-09-T-DOXTAK-Relapse	498742	NA	LSA_U01_treatment_cohort_2	Tufts	6.9	FALSE	0.2774	1362468	2339030	0.58249274	163	54643	Streck_plasma	7/22/11	4/28/21	12/1/21	12/1/21	NA	217	1	NA	NA	NA	NA	10.4	NA	F	Y	american pit bull terrier	36	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	8:30:00 AM	510	Day 204	PD	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	12/1/21	NA	
498742	U01-DLBCL-47-09-T-DOXTAK-D21	DLBCL-47	U01-DLBCL-47-09-T-DOXTAK-D21	U01-DLBCL-47-09-T-DOXTAK-D21	498742	NA	LSA_U01_treatment_cohort_2	Tufts	5.2	FALSE	0.04344	1358793	2654143	0.51195169	164	63616	Streck_plasma	7/22/11	4/28/21	6/1/21	12/1/21	NA	217	1	NA	NA	NA	NA	9.9	NA	F	Y	american pit bull terrier	34.2	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	8:16:00 AM	496	Day 21	CR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	6/1/21	NA	
498742	U01-DLBCL-47-09-T-DOXTAK-D7	DLBCL-47	U01-DLBCL-47-09-T-DOXTAK-D7	U01-DLBCL-47-09-T-DOXTAK-D7	498742	NA	LSA_U01_treatment_cohort_2	Tufts	3.6	FALSE	0	2889687	3798023	0.76083978	152	109767	Streck_plasma	7/22/11	4/28/21	5/18/21	12/1/21	NA	217	1	NA	NA	NA	NA	9.8	NA	F	Y	american pit bull terrier	34	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	8:23:00 AM	503	Day 7	PR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	5/18/21	NA	
444447	U01-DLBCL-48-10-T-DOXTAK-D0	DLBCL-48	U01-DLBCL-48-10-T-DOXTAK-D0	U01-DLBCL-48-10-T-DOXTAK-D0	444447	NA	LSA_U01_treatment_cohort_2	Tufts	282.4	FALSE	0.9132	1811561	4519637	0.40082002	163	132446	Streck_plasma	8/27/11	5/13/21	5/18/21	6/30/21	NA	48	1	NA	NA	NA	NA	9.7	NA	M	Y	bassett hound	20.4	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	9:49:00 AM	589	Day 0	disease present	Lymphoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	5/18/21	NA	
444447	U01-DLBCL-48-10-T-DOXTAK-D21	DLBCL-48	U01-DLBCL-48-10-T-DOXTAK-D21	U01-DLBCL-48-10-T-DOXTAK-D21	444447	NA	LSA_U01_treatment_cohort_2	Tufts	14.8	FALSE	0.5211	495012	1703620	0.2905648	171	34889	Streck_plasma	8/27/11	5/13/21	6/9/21	6/30/21	NA	48	1	NA	NA	NA	NA	9.8	NA	M	Y	bassett hound	19.8	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	8:24:00 AM	504	Day 22	PD	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	6/9/21	NA	
444447	U01-DLBCL-48-10-T-DOXTAK-Relapse	DLBCL-48	U01-DLBCL-48-10-T-DOXTAK-Relapse	U01-DLBCL-48-10-T-DOXTAK-Relapse	444447	NA	LSA_U01_treatment_cohort_2	Tufts	25.5	FALSE	0.8044	738874	2171482	0.34026255	169	46879	Streck_plasma	8/27/11	5/13/21	6/30/21	6/30/21	NA	48	1	NA	NA	NA	NA	9.8	NA	M	Y	bassett hound	19.4	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	8:37:00 AM	517	Day 43	PD	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	6/30/21	NA	
444447	U01-DLBCL-48-10-T-DOXTAK-D7	DLBCL-48	U01-DLBCL-48-10-T-DOXTAK-D7	U01-DLBCL-48-10-T-DOXTAK-D7	444447	NA	LSA_U01_treatment_cohort_2	Tufts	6.3	FALSE	0.06181	1043893	2286442	0.45655783	169	48508	Streck_plasma	8/27/11	5/13/21	5/26/21	6/30/21	NA	48	1	NA	NA	NA	NA	9.8	NA	M	Y	bassett hound	19.6	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	8:23:00 AM	503	Day 8	PR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	5/26/21	NA	
493404	U01-DLBCL-49-11-T-DOXTAK-D0	DLBCL-49	U01-DLBCL-49-11-T-DOXTAK-D0	U01-DLBCL-49-11-T-DOXTAK-D0	493404	NA	LSA_U01_treatment_cohort_2	Tufts	24.9	FALSE	0.8369	1387447	4726186	0.29356589	168	125449	Streck_plasma	1/19/17	5/14/21	5/20/21	8/26/21	NA	104	1	NA	NA	NA	NA	4.3	NA	M	Y	beagle	16.2	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	10:33:00 AM	633	Day 0	disease present	Lymphoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	5/20/21	NA	
493404	U01-DLBCL-49-11-T-DOXTAK-D21	DLBCL-49	U01-DLBCL-49-11-T-DOXTAK-D21	U01-DLBCL-49-11-T-DOXTAK-D21	493404	NA	LSA_U01_treatment_cohort_2	Tufts	4	FALSE	0.03187	3597222	5704847	0.63055539	152	138034	Streck_plasma	1/19/17	5/14/21	6/10/21	8/26/21	NA	104	1	NA	NA	NA	NA	4.4	NA	M	Y	beagle	16.4	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	10:06:00 AM	606	Day 21	PR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	6/10/21	NA	
493404	U01-DLBCL-49-11-T-DOXTAK-D7	DLBCL-49	U01-DLBCL-49-11-T-DOXTAK-D7	U01-DLBCL-49-11-T-DOXTAK-D7	493404	NA	LSA_U01_treatment_cohort_2	Tufts	4.8	FALSE	0.01303	1731761	2799302	0.61864029	152	68484	Streck_plasma	1/19/17	5/14/21	5/27/21	8/26/21	NA	104	1	NA	NA	NA	NA	4.4	NA	M	Y	beagle	15.2	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	11:13:00 AM	673	Day 7	PR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	5/27/21	NA	
493404	U01-DLBCL-49-11-T-DOXTAK-Pre-Relapse	DLBCL-49	U01-DLBCL-49-11-T-DOXTAK-Pre-Relapse	U01-DLBCL-49-11-T-DOXTAK-Pre-Relapse	493404	NA	LSA_U01_treatment_cohort_2	Tufts	4.8	FALSE	0.04185	1185765	2265173	0.52347657	163	49814	Streck_plasma	1/19/17	5/14/21	7/29/21	8/26/21	NA	104	1	NA	NA	NA	NA	4.5	NA	M	Y	beagle	15.8	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	9:37:00 AM	577	Day 70	CR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	7/29/21	NA	
493404	U01-DLBCL-49-11-T-DOXTAK-Relapse	DLBCL-49	U01-DLBCL-49-11-T-DOXTAK-Relapse	U01-DLBCL-49-11-T-DOXTAK-Relapse	493404	NA	LSA_U01_treatment_cohort_2	Tufts	9	FALSE	0.5109	954671	2213483	0.43129809	168	48474	Streck_plasma	1/19/17	5/14/21	8/26/21	8/26/21	NA	104	1	NA	NA	NA	NA	4.6	NA	M	Y	beagle	16	Lymphoma	DLBCL	Peripheral nodal	NA	NA	Jugular	NA	8:53:00 AM	533	Day 98	PD	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	8/26/21	NA	
517761	T-OS-0042-cfDNA-1ng-D0	T-OS-0042	T-OS-0042-cfDNA-1ng-D0	T-OS-0042-cfDNA--D0	517761	NA	OS_Longitudinal	NA	NA	FALSE	0.7006	1161751	607697	1.91172739	144	43577	Streck_plasma	11/1/13	1/4/22	12/14/21	2/22/22	NA	49	1	3/20/22	NA	75	1	8.1	NA	M	Y	labrador retriever	38.2	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Screening/D0	disease present	Osteosarcoma	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	12/14/21	NA	
517761	T-OS-0042-cfDNA-1ng-WK2	T-OS-0042	T-OS-0042-cfDNA-1ng-WK2	T-OS-0042-cfDNA--WK2	517761	NA	OS_Longitudinal	NA	NA	FALSE	0.6627	536844	270154	1.98717768	144	19878	Streck_plasma	11/1/13	1/4/22	1/4/22	2/22/22	NA	49	1	3/20/22	NA	75	1	8.2	NA	M	Y	labrador retriever	39	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 2	disease present	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	1/4/22	NA	
517761	T-OS-0042-cfDNA-5ng-WK2	T-OS-0042	T-OS-0042-cfDNA-5ng-WK2	T-OS-0042-cfDNA--WK2	517761	NA	OS_Longitudinal	NA	NA	FALSE	0.6007	316815	221020	1.43342232	144	13270	Streck_plasma	11/1/13	1/4/22	1/4/22	2/22/22	NA	49	1	3/20/22	NA	75	1	8.2	NA	M	Y	labrador retriever	39	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 2	disease present	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	1/4/22	NA	
517761	T-OS-0042-cfDNA-10ng-WK4	T-OS-0042	T-OS-0042-cfDNA-10ng-WK4	T-OS-0042-cfDNA--WK4	517761	NA	OS_Longitudinal	NA	NA	FALSE	0.02624	138361	147312	0.93923781	64	5592	Streck_plasma	11/1/13	1/4/22	1/18/22	2/22/22	NA	49	1	3/20/22	NA	75	1	8.2	NA	M	Y	labrador retriever	34	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 4	NED	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	1/18/22	NA	
517761	T-OS-0042-cfDNA-1ng-WK4	T-OS-0042	T-OS-0042-cfDNA-1ng-WK4	T-OS-0042-cfDNA--WK4	517761	NA	OS_Longitudinal	NA	NA	FALSE	0.01852	442760	582791	0.75972347	153	16647	Streck_plasma	11/1/13	1/4/22	1/18/22	2/22/22	NA	49	1	3/20/22	NA	75	1	8.2	NA	M	Y	labrador retriever	34	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 4	NED	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	1/18/22	NA	
517761	T-OS-0042-cfDNA-1ng-WK8	T-OS-0042	T-OS-0042-cfDNA-1ng-WK8	T-OS-0042-cfDNA--WK8	517761	NA	OS_Longitudinal	NA	NA	FALSE	0.0208	1133533	1130389	1.00278134	143	38432	Streck_plasma	11/1/13	1/4/22	2/22/22	2/22/22	NA	49	1	3/20/22	NA	75	1	8.3	NA	M	Y	labrador retriever	34.4	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 8	PD	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	2/22/22	NA	
517761	T-OS-0042-cfDNA-2ng-WK8	T-OS-0042	T-OS-0042-cfDNA-2ng-WK8	T-OS-0042-cfDNA--WK8	517761	NA	OS_Longitudinal	NA	NA	FALSE	0.03242	216379	171227	1.26369673	133	7130	Streck_plasma	11/1/13	1/4/22	2/22/22	2/22/22	NA	49	1	3/20/22	NA	75	1	8.3	NA	M	Y	labrador retriever	34.4	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 8	PD	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	2/22/22	NA	
523126	T-OS-0045-cfDNA-1ng-D0	T-OS-0045	T-OS-0045-cfDNA-1ng-D0	T-OS-0045-cfDNA--D0	523126	NA	OS_Longitudinal	NA	NA	FALSE	0.06552	142296	93852	1.5161744	20	417230	Streck_plasma	1/10/13	3/14/22	2/24/22	7/20/22	NA	128	1	7/25/22	NA	133	1	8.4	NA	M	Y	rhodesian ridgeback	34.5	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Screening/D0	disease present	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	2/24/22	NA	
523126	T-OS-0045-cfDNA-4ng-D0	T-OS-0045	T-OS-0045-cfDNA-4ng-D0	T-OS-0045-cfDNA--D0	523126	NA	OS_Longitudinal	NA	NA	FALSE	0.1284	322267	307164	1.04916917	144	13178	Streck_plasma	1/10/13	3/14/22	2/24/22	7/20/22	NA	128	1	7/25/22	NA	133	1	8.4	NA	M	Y	rhodesian ridgeback	34.5	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Screening/D0	disease present	Osteosarcoma	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	2/24/22	NA	
523126	T-OS-0045-cfDNA-1ng-WK16	T-OS-0045	T-OS-0045-cfDNA-1ng-WK16	T-OS-0045-cfDNA--WK16	523126	NA	OS_Longitudinal	NA	NA	FALSE	0.2635	717846	367064	1.95564261	144	29084	Streck_plasma	1/10/13	3/14/22	5/23/22	7/20/22	NA	128	1	7/25/22	NA	133	1	8.6	NA	M	Y	rhodesian ridgeback	29	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 12	NED	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	5/23/22	NA	
523126	T-OS-0045-cfDNA-5ng-WK16	T-OS-0045	T-OS-0045-cfDNA-5ng-WK16	T-OS-0045-cfDNA--WK16	523126	NA	OS_Longitudinal	NA	NA	FALSE	0.2581	761431	395305	1.92618611	144	30886	Streck_plasma	1/10/13	3/14/22	5/23/22	7/20/22	NA	128	1	7/25/22	NA	133	1	8.6	NA	M	Y	rhodesian ridgeback	29	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 12	NED	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	5/23/22	NA	
523126	T-OS-0045-cfDNA-1ng-WK20	T-OS-0045	T-OS-0045-cfDNA-1ng-WK20	T-OS-0045-cfDNA--WK20	523126	NA	OS_Longitudinal	NA	NA	FALSE	0.4112	594579	254226	2.33878124	144	24357	Streck_plasma	1/10/13	3/14/22	6/27/22	7/20/22	NA	128	1	7/25/22	NA	133	1	8.7	NA	M	Y	rhodesian ridgeback	29	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 16	NED	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	6/27/22	NA	
523126	T-OS-0045-cfDNA-1ng-WK2	T-OS-0045	T-OS-0045-cfDNA-1ng-WK2	T-OS-0045-cfDNA--WK2	523126	NA	OS_Longitudinal	NA	NA	FALSE	0.1315	715076	589003	1.21404475	144	29962	Streck_plasma	1/10/13	3/14/22	3/14/22	7/20/22	NA	128	1	7/25/22	NA	133	1	8.5	NA	M	Y	rhodesian ridgeback	31.5	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 2	disease present	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	3/14/22	NA	
523126	T-OS-0045-cfDNA-2ng-WK2	T-OS-0045	T-OS-0045-cfDNA-2ng-WK2	T-OS-0045-cfDNA--WK2	523126	NA	OS_Longitudinal	NA	NA	FALSE	0.1469	526571	382415	1.3769622	144	20882	Streck_plasma	1/10/13	3/14/22	3/14/22	7/20/22	NA	128	1	7/25/22	NA	133	1	8.5	NA	M	Y	rhodesian ridgeback	31.5	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 2	disease present	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	3/14/22	NA	
523126	T-OS-0045-cfDNA-1ng-WK4	T-OS-0045	T-OS-0045-cfDNA-1ng-WK4	T-OS-0045-cfDNA--WK4	523126	NA	OS_Longitudinal	NA	NA	FALSE	0.01184	460652	410340	1.12261052	144	15815	Streck_plasma	1/10/13	3/14/22	3/28/22	7/20/22	NA	128	1	7/25/22	NA	133	1	8.5	NA	M	Y	rhodesian ridgeback	31	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 4	NED	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	3/28/22	NA	
523126	T-OS-0045-cfDNA-1ng-WK8	T-OS-0045	T-OS-0045-cfDNA-1ng-WK8	T-OS-0045-cfDNA--WK8	523126	NA	OS_Longitudinal	NA	NA	FALSE	0.1575	466288	555507	0.83939176	144	19696	Streck_plasma	1/10/13	3/14/22	4/25/22	7/20/22	NA	128	1	7/25/22	NA	133	1	8.6	NA	M	Y	rhodesian ridgeback	30.2	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 8	NED	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	4/25/22	NA	
529256	T-OS-0046-cfDNA-10ng-D0	T-OS-0046	T-OS-0046-cfDNA-10ng-D0	T-OS-0046-cfDNA--D0	529256	NA	OS_Longitudinal	NA	NA	FALSE	0.06305	265953	329724	0.80659279	144	10183	Streck_plasma	3/21/13	6/3/22	5/13/22	9/9/22	NA	98	1	10/3/22	NA	122	1	9.2	NA	F	Y	rhodesian ridgeback	44.1	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Screening/D0	disease present	Osteosarcoma	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	5/13/22	NA	
529256	T-OS-0046-cfDNA-1ng-D0	T-OS-0046	T-OS-0046-cfDNA-1ng-D0	T-OS-0046-cfDNA--D0	529256	NA	OS_Longitudinal	NA	NA	FALSE	0.07765	405053	561145	0.72183304	144	16239	Streck_plasma	3/21/13	6/3/22	5/13/22	9/9/22	NA	98	1	10/3/22	NA	122	1	9.2	NA	F	Y	rhodesian ridgeback	44.1	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Screening/D0	disease present	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	5/13/22	NA	
529256	T-OS-0046-cfDNA-1ng-WK12	T-OS-0046	T-OS-0046-cfDNA-1ng-WK12	T-OS-0046-cfDNA--WK12	529256	NA	OS_Longitudinal	NA	NA	FALSE	0.1993	418293	492828	0.84876062	144	16872	Streck_plasma	3/21/13	6/3/22	8/12/22	9/9/22	NA	98	1	10/3/22	NA	122	1	9.4	NA	F	Y	rhodesian ridgeback	42.2	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 12	NED	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	8/12/22	NA	
529256	T-OS-0046-cfDNA-1ng-WK16	T-OS-0046	T-OS-0046-cfDNA-1ng-WK16	T-OS-0046-cfDNA--WK16	529256	NA	OS_Longitudinal	NA	NA	FALSE	0.6686	934375	521362	1.79218087	133	37845	Streck_plasma	3/21/13	6/3/22	9/9/22	9/9/22	NA	98	1	10/3/22	NA	122	1	9.5	NA	F	Y	rhodesian ridgeback	41.2	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 16	PD	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	9/9/22	NA	
529256	T-OS-0046-cfDNA-1ng-WK2	T-OS-0046	T-OS-0046-cfDNA-1ng-WK2	T-OS-0046-cfDNA--WK2	529256	NA	OS_Longitudinal	NA	NA	FALSE	0.3993	741004	975094	0.75993084	144	31405	Streck_plasma	3/21/13	6/3/22	6/3/22	9/9/22	NA	98	1	10/3/22	NA	122	1	9.2	NA	F	Y	rhodesian ridgeback	43.8	Osteosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	Week 2	disease present	Osteosarcoma	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	6/3/22	NA	
